Georgia Southern,65,Duke,99
Eastern Kentucky,80,Florida Atlantic,73
Cincinnati,75,Norfolk State,59
Auburn,78,Mercer,71
Mercer,71,Auburn,78
Chattanooga,80,Tennessee Tech,69
Tennessee Tech,69,Chattanooga,80
Binghamton,61,Saint Francis (PA),67
Saint Francis (PA),67,Binghamton,61
UC-Riverside,59,Houston Baptist,72
Houston Baptist,72,UC-Riverside,59
Jackson State,53,Miami (OH),64
Miami (OH),64,Jackson State,53
Memphis,72,Southern,67
Southern,67,Memphis,72
Pacific,88,Green Bay,93
Monmouth,83,Georgetown,68
Georgia Tech,77,Virginia Commonwealth,64
Southeastern Louisiana,64,Florida A&M,67
Georgetown,68,Monmouth,83
Grand Canyon,88,Delaware State,59
Green Bay,93,Pacific,88
Virginia Commonwealth,64,Georgia Tech,77
Delaware State,59,Grand Canyon,88
North Florida,80,Austin Peay,70
Denver,81,Northern Colorado,77
Austin Peay,70,North Florida,80
Montana State,64,North Dakota State,73
North Dakota State,73,Montana State,64
Northern Colorado,77,Denver,81
Texas State,62,Prairie View,44
Old Dominion,61,Richmond,77
Prairie View,44,Texas State,62
Northern Illinois,54,Ohio State,67
Ohio State,67,Northern Illinois,54
North Carolina State,76,High Point,73
Arizona State,66,Nevada-Las Vegas,56
Missouri State,85,Oral Roberts,66
Oral Roberts,66,Missouri State,85
Nevada-Las Vegas,56,Arizona State,66
Tulane,72,North Carolina,96
High Point,73,North Carolina State,76
North Carolina,96,Tulane,72
New Mexico,79,New Mexico State,61
New Mexico State,61,New Mexico,79
South Dakota State,67,Texas Tech,79
Texas Tech,79,South Dakota State,67
Tennessee,81,Florida Atlantic,62
Savannah State,53,Utah,99
Alabama A&M,70,Western Kentucky,79
Western Kentucky,79,Alabama A&M,70
Vermont,75,UC-Santa Barbara,68
Utah,99,Savannah State,53
UC-Santa Barbara,68,Vermont,75
Florida Atlantic,62,Tennessee,81
Saint Mary's (CA),92,Southern Utah,36
Southern Utah,36,Saint Mary's (CA),92
Tennessee-Martin,82,Saint Louis,76
Richmond,77,Old Dominion,61
Saint Louis,76,Tennessee-Martin,82
Jacksonville,75,South Florida,88
Southern Methodist,86,Nicholls State,42
South Florida,88,Jacksonville,75
Nicholls State,42,Southern Methodist,86
South Carolina State,68,Duquesne,83
East Carolina,78,North Carolina-Wilmington,73
Duquesne,83,South Carolina State,68
Arkansas-Little Rock,77,Central Arkansas,54
Central Arkansas,54,Arkansas-Little Rock,77
North Carolina-Wilmington,73,East Carolina,78
Mississippi State,66,Florida State,90
Cal State Bakersfield,68,Fresno State,76
Florida State,90,Mississippi State,66
Alabama State,74,Elon,91
Elon,91,Alabama State,74
South Carolina Upstate,54,Alabama-Birmingham,96
Arizona,92,Northern Arizona,37
Alabama-Birmingham,96,South Carolina Upstate,54
Alabama,72,Winthrop,60
Winthrop,60,Alabama,72
Northern Arizona,37,Arizona,92
Citadel,99,Bethune-Cookman,87
Bethune-Cookman,87,Citadel,99
Cleveland State,60,Loyola (IL),54
Loyola (IL),54,Cleveland State,60
Louisville,94,Kennesaw State,57
Louisiana State,78,Gardner-Webb,57
Kennesaw State,57,Louisville,94
Massachusetts,103,New Orleans,95
Chicago State,52,Minnesota,70
Minnesota,70,Chicago State,52
New Orleans,95,Massachusetts,103
Gardner-Webb,57,Louisiana State,78
Houston,73,North Carolina Central,65
North Carolina Central,65,Houston,73
Fresno State,76,Cal State Bakersfield,68
Illinois-Chicago,60,Illinois State,72
Iona,83,Texas Southern,73
Texas Southern,73,Iona,83
Illinois State,72,Illinois-Chicago,60
Lehigh,67,Robert Morris,69
Robert Morris,69,Lehigh,67
Portland State,71,Cal State Northridge,77
Cal State Northridge,77,Portland State,71
Liberty,72,Princeton,77
Princeton,77,Liberty,72
Marshall,68,West Virginia,86
Tennessee State,89,Lipscomb,86
West Virginia,86,Marshall,68
Wright State,71,Charleston Southern,65
Charleston Southern,65,Wright State,71
Southern California,101,Cal Poly,82
Cal Poly,82,Southern California,101
Hampton,72,Southern Methodist,105
Lipscomb,86,Tennessee State,89
Southern Methodist,105,Hampton,72
Belmont,62,Middle Tennessee,83
Norfolk State,70,Evansville,84
Middle Tennessee,83,Belmont,62
South Dakota,92,Milwaukee,91
Milwaukee,91,South Dakota,92
Stony Brook,86,American,68
American,68,Stony Brook,86
Evansville,84,Norfolk State,70
Jackson State,67,Ohio,72
North Texas,87,Mississippi Valley State,74
Ohio,72,Jackson State,67
North Carolina A&T,61,Grambling,47
Grambling,47,North Carolina A&T,61
Mississippi Valley State,74,North Texas,87
Oregon State,82,Cal State Fullerton,69
Louisiana-Lafayette,59,Pepperdine,79
Oregon,94,Long Beach State,73
Cal State Fullerton,69,Oregon State,82
Weber State,92,Portland,82
Samford,70,South Alabama,72
Pepperdine,79,Louisiana-Lafayette,59
Portland,82,Weber State,92
Long Beach State,73,Oregon,94
Murray State,73,Southern Illinois,88
Southern Illinois,88,Murray State,73
Memphis,79,Mississippi,85
Mississippi,85,Memphis,79
Maryland-Eastern Shore,47,Old Dominion,77
Old Dominion,77,Maryland-Eastern Shore,47
Nevada,72,Santa Clara,69
Santa Clara,69,Nevada,72
Coastal Carolina,77,Wake Forest,83
Wake Forest,83,Coastal Carolina,77
Miami (OH),64,Tennessee Tech,77
Tennessee Tech,77,Miami (OH),64
Texas State,73,Washington State,78
Washington State,78,Texas State,73
Tennessee-Martin,74,Arkansas State,70
San Diego State,45,Grand Canyon,52
Coppin State,93,San Francisco,96
South Alabama,72,Samford,70
Grand Canyon,52,San Diego State,45
St. John's (NY),51,Incarnate Word,73
Arkansas State,70,Tennessee-Martin,74
San Francisco,96,Coppin State,93
Incarnate Word,73,St. John's (NY),51
South Carolina,65,Clemson,59
Colorado,85,Nicholls State,68
Kennesaw State,66,Chattanooga,78
Clemson,59,South Carolina,65
Eastern Kentucky,81,East Tennessee State,87
Fairfield,64,Wagner,76
Nicholls State,68,Colorado,85
East Tennessee State,87,Eastern Kentucky,81
Chattanooga,78,Kennesaw State,66
Brigham Young,98,Central Michigan,85
Central Michigan,85,Brigham Young,98
Abilene Christian,56,UC-Riverside,60
UC-Riverside,60,Abilene Christian,56
Central Connecticut State,83,Massachusetts-Lowell,79
Massachusetts-Lowell,79,Central Connecticut State,83
Long Island University,69,Sam Houston State,75
Sam Houston State,75,Long Island University,69
Jacksonville State,60,Loyola Marymount,77
Loyola Marymount,77,Jacksonville State,60
Louisiana Tech,83,Southern,76
Southern,76,Louisiana Tech,83
Towson,68,Fairleigh Dickinson,69
Wagner,76,Fairfield,64
Fairleigh Dickinson,69,Towson,68
Cal State Fullerton,60,Portland,65
Portland,65,Cal State Fullerton,60
Creighton,74,Oklahoma,87
Ohio State,74,Kentucky,67
Oklahoma,87,Creighton,74
Tulsa,71,Oregon State,76
Oregon State,76,Tulsa,71
Providence,73,Rider,65
Illinois State,65,Saint Joseph's,79
Rhode Island,79,Iona,74
Saint Joseph's,79,Illinois State,65
Saint Louis,68,Indiana State,76
Indiana State,76,Saint Louis,68
Iona,74,Rhode Island,79
Butler,74,Purdue,68
Rider,65,Providence,73
Purdue,68,Butler,74
Radford,69,North Carolina-Wilmington,67
North Carolina-Wilmington,67,Radford,69
Kentucky,67,Ohio State,74
Dartmouth,56,New Hampshire,76
New Hampshire,76,Dartmouth,56
Rice,90,New Mexico,89
New Mexico,89,Rice,90
Mississippi State,69,Tulane,59
Youngstown State,46,Michigan,105
Tulane,59,Mississippi State,69
North Carolina State,73,Missouri,59
Missouri,59,North Carolina State,73
Florida A&M,70,North Florida,87
Southeast Missouri State,69,Northern Kentucky,79
Notre Dame,73,Indiana,80
Indiana,80,Notre Dame,73
Northern Kentucky,79,Southeast Missouri State,69
Michigan State,78,Northeastern,58
North Florida,87,Florida A&M,70
Northeastern,58,Michigan State,78
Northern Illinois,78,Florida International,75
Florida International,75,Northern Illinois,78
Seton Hall,80,Wichita State,76
Vanderbilt,80,Wofford,56
Valparaiso,74,Missouri State,45
Wofford,56,Vanderbilt,80
Missouri State,45,Valparaiso,74
Bethune-Cookman,68,Toledo,102
Texas Tech,94,Arkansas-Pine Bluff,54
Toledo,102,Bethune-Cookman,68
UCLA,76,North Carolina,89
North Carolina,89,UCLA,76
Villanova,75,Virginia,86
Nebraska-Omaha,75,Wyoming,76
Washington,83,Oakland,97
Wyoming,76,Nebraska-Omaha,75
Xavier,85,Auburn,61
Auburn,61,Xavier,85
Oakland,97,Washington,83
Cincinnati,69,Virginia Commonwealth,63
Virginia,86,Villanova,75
Virginia Commonwealth,63,Cincinnati,69
Virginia Tech,87,Grambling,52
Grambling,52,Virginia Tech,87
Arkansas-Pine Bluff,54,Texas Tech,94
Stanford,73,Texas,75
St. Bonaventure,64,South Carolina State,45
Texas,75,Stanford,73
South Carolina State,45,St. Bonaventure,64
Alabama-Birmingham,79,South Florida,68
Wichita State,76,Seton Hall,80
South Florida,68,Alabama-Birmingham,79
Southern Mississippi,46,Georgia State,66
Georgia State,66,Southern Mississippi,46
Cornell,46,Syracuse,67
New Mexico State,73,Texas-El Paso,53
Texas A&M,80,Baylor,61
Texas-El Paso,53,New Mexico State,73
Utah Valley,83,Texas-San Antonio,78
Texas-San Antonio,78,Utah Valley,83
Baylor,61,Texas A&M,80
Delaware State,63,Temple,78
Syracuse,67,Cornell,46
Temple,78,Delaware State,63
Tennessee State,81,Alcorn State,76
Alcorn State,76,Tennessee State,81
Furman,50,Dayton,70
Dayton,70,Furman,50
DePaul,70,Northwestern,78
Central Florida,89,Detroit Mercy,95
Northwestern,78,DePaul,70
Hampton,53,Colorado,95
Western Illinois,70,Chicago State,77
Chicago State,77,Western Illinois,70
Belmont,65,Cleveland State,67
Colorado,95,Hampton,53
Cleveland State,67,Belmont,65
Detroit Mercy,95,Central Florida,89
North Carolina-Greensboro,69,Elon,79
Elon,79,North Carolina-Greensboro,69
Florida,72,Oklahoma State,70
Florida Gulf Coast,52,South Dakota State,56
Oklahoma State,70,Florida,72
Robert Morris,65,Duquesne,72
Penn State,63,Drexel,57
Drexel,57,Penn State,63
Duke,75,Utah,77
Duquesne,72,Robert Morris,65
Utah,77,Duke,75
Canisius,84,Boston University,68
Houston Baptist,79,Arizona State,98
Arizona State,98,Houston Baptist,79
Arkansas,66,Mercer,69
Boston College,69,Delaware,61
Mercer,69,Arkansas,66
Nevada-Las Vegas,70,Arizona,82
Saint Francis (PA),58,Albany (NY),65
Albany (NY),65,Saint Francis (PA),58
Appalachian State,66,Charlotte,82
Arizona,82,Nevada-Las Vegas,70
Charlotte,82,Appalachian State,66
Delaware,61,Boston College,69
UC-Davis,60,Air Force,67
Air Force,67,UC-Davis,60
Campbell,101,Citadel,82
Boston University,68,Canisius,84
Citadel,82,Campbell,101
Coppin State,51,University of California,84
Montana State,73,Buffalo,80
Buffalo,80,Montana State,73
University of California,84,Coppin State,51
South Dakota State,56,Florida Gulf Coast,52
Montana,46,Kansas,88
Kansas,88,Montana,46
Colorado State,56,Kansas State,61
Lehigh,76,Mount St. Mary's,73
Kansas State,61,Colorado State,56
Southern Utah,68,IUPUI,82
Northern Iowa,81,Iowa State,79
Iowa State,79,Northern Iowa,81
IPFW,95,Stetson,89
IUPUI,82,Southern Utah,68
Stetson,89,IPFW,95
Mount St. Mary's,73,Lehigh,76
Princeton,61,Maryland,82
Maryland,82,Princeton,61
College of Charleston,63,Miami (FL),85
Michigan,105,Youngstown State,46
Miami (FL),85,College of Charleston,63
Loyola (IL),64,Illinois-Chicago,47
Oral Roberts,77,Louisiana State,100
Louisiana State,100,Oral Roberts,77
Louisville,78,Western Kentucky,56
Illinois-Chicago,47,Loyola (IL),64
Western Kentucky,56,Louisville,78
Iowa,70,Drake,64
Saint Peter's,74,George Washington,87
George Washington,87,Saint Peter's,74
Georgetown,73,North Carolina-Asheville,79
Georgia,75,Georgia Tech,61
North Carolina-Asheville,79,Georgetown,73
Longwood,70,George Mason,75
Florida State,64,Florida Atlantic,59
Florida Atlantic,59,Florida State,64
Fordham,70,Maine,53
George Mason,75,Longwood,70
Maine,53,Fordham,70
Georgia Tech,61,Georgia,75
Maryland-Baltimore County,93,Howard,103
Howard,103,Maryland-Baltimore County,93
Illinois,91,South Dakota,79
Drake,64,Iowa,70
South Dakota,79,Illinois,91
Houston,81,Eastern Illinois,65
Winthrop,88,Georgia Southern,81
Georgia Southern,81,Winthrop,88
Gonzaga,86,Tennessee,79
Eastern Illinois,65,Houston,81
Tennessee,79,Gonzaga,86
Rutgers,67,Monmouth,73
Monmouth,73,Rutgers,67
Samford,69,Nebraska,58
Liberty,55,St. Francis (NY),64
Seattle,67,San Jose State,64
San Jose State,64,Seattle,67
Nebraska,58,Samford,69
Morehead State,60,Western Carolina,52
Lipscomb,84,Austin Peay,92
Austin Peay,92,Lipscomb,84
Morgan State,66,Manhattan,78
Manhattan,78,Morgan State,66
Western Carolina,52,Morehead State,60
Texas Christian,80,Abilene Christian,69
Abilene Christian,69,Texas Christian,80
Wright State,83,Bowling Green State,47
Bowling Green State,47,Wright State,83
Texas A&M-Corpus Christi,80,Cal Poly,74
St. John's (NY),74,NJIT,83
NJIT,83,St. John's (NY),74
St. Francis (NY),64,Liberty,55
Cal Poly,74,Texas A&M-Corpus Christi,80
Stony Brook,71,Hofstra,68
Hofstra,68,Stony Brook,71
Bradley,70,Boise State,90
Alabama State,65,Coastal Carolina,68
Boise State,90,Bradley,70
Arkansas-Little Rock,84,Northern Arizona,57
Maryland-Eastern Shore,79,American,64
American,64,Maryland-Eastern Shore,79
Marist,89,Army,83
Army,83,Marist,89
Northern Arizona,57,Arkansas-Little Rock,84
Fresno State,77,Evansville,85
Evansville,85,Fresno State,77
James Madison,67,East Carolina,61
East Carolina,61,James Madison,67
Eastern Washington,74,Denver,58
Massachusetts-Lowell,79,Connecticut,88
Connecticut,88,Massachusetts-Lowell,79
Coastal Carolina,68,Alabama State,65
Denver,58,Eastern Washington,74
Pittsburgh,94,Davidson,69
Davidson,69,Pittsburgh,94
Ohio,65,Arkansas-Pine Bluff,58
Oregon State,82,Quinnipiac,61
Arkansas-Pine Bluff,58,Ohio,65
Notre Dame,87,Youngstown State,78
Youngstown State,78,Notre Dame,87
Quinnipiac,61,Oregon State,82
Portland,87,Loyola Marymount,60
Saint Louis,52,Southern Illinois,65
Loyola Marymount,60,Portland,87
Pacific,73,Santa Clara,72
Santa Clara,72,Pacific,73
Appalachian State,70,North Carolina,94
North Carolina,94,Appalachian State,70
Oral Roberts,61,New Mexico State,76
Providence,90,Massachusetts,66
New Mexico State,76,Oral Roberts,61
Elon,86,North Carolina-Asheville,81
Northwestern,103,Sacred Heart,67
Sacred Heart,67,Northwestern,103
Southern,68,North Carolina Central,65
North Carolina-Asheville,81,Elon,86
North Carolina Central,65,Southern,68
Southern Illinois,65,Saint Louis,52
North Carolina A&T,62,Toledo,95
Toledo,95,North Carolina A&T,62
Texas-El Paso,76,Norfolk State,85
Texas-Rio Grande Valley,69,Utah State,94
High Point,75,William & Mary,78
William & Mary,78,High Point,75
West Virginia,84,Eastern Kentucky,59
Utah State,94,Texas-Rio Grande Valley,69
Eastern Kentucky,59,West Virginia,84
Southern Illinois-Edwardsville,51,Southern California,70
Sacramento State,60,Stanford,70
Southern California,70,Southern Illinois-Edwardsville,51
Saint Mary's (CA),74,San Francisco,52
San Francisco,52,Saint Mary's (CA),74
Stanford,70,Sacramento State,60
Norfolk State,85,Texas-El Paso,76
Alcorn State,47,Tennessee-Martin,70
Tennessee-Martin,70,Alcorn State,47
Eastern Illinois,68,Nebraska-Omaha,80
Nebraska-Omaha,80,Eastern Illinois,68
North Texas,82,Creighton,105
Eastern Michigan,73,Coppin State,62
Creighton,105,North Texas,82
Charleston Southern,64,Florida State,75
Georgia Tech,75,Southeastern Louisiana,62
Southeastern Louisiana,62,Georgia Tech,75
Virginia Military Institute,76,Gardner-Webb,75
Florida State,75,Charleston Southern,64
Gardner-Webb,75,Virginia Military Institute,76
New Hampshire,74,Boston University,78
UC-Irvine,63,Sam Houston State,53
Boston University,78,New Hampshire,74
Alabama,68,Oregon,72
Oregon,72,Alabama,68
Sam Houston State,53,UC-Irvine,63
South Carolina Upstate,61,Colorado State,89
Coppin State,62,Eastern Michigan,73
Colorado State,89,South Carolina Upstate,61
Akron,84,UC-Santa Barbara,70
UC-Santa Barbara,70,Akron,84
Gonzaga,99,Pepperdine,73
New Orleans,69,Louisiana-Lafayette,79
Loyola (IL),72,Western Illinois,67
Louisiana-Lafayette,79,New Orleans,69
Western Illinois,67,Loyola (IL),72
Wyoming,82,Marshall,90
Massachusetts,66,Providence,90
Marshall,90,Wyoming,82
Chicago State,74,Marquette,91
Marquette,91,Chicago State,74
Grand Canyon,78,Houston,69
Houston,69,Grand Canyon,78
Maine,75,Holy Cross,76
Pepperdine,73,Gonzaga,99
Holy Cross,76,Maine,75
Idaho State,62,North Dakota State,67
Jacksonville State,79,Northern Colorado,76
Northern Colorado,76,Jacksonville State,79
Jacksonville,68,Florida A&M,66
North Dakota State,67,Idaho State,62
Florida A&M,66,Jacksonville,68
Rhode Island,65,Old Dominion,71
Old Dominion,71,Rhode Island,65
Ohio State,64,Mercer,44
Bucknell,77,Princeton,89
Penn State,70,Colorado,71
Colorado,71,Penn State,70
Mercer,44,Ohio State,64
Vermont,65,Northeastern,77
Northeastern,77,Vermont,65
Oakland,93,Michigan State,99
Michigan State,99,Oakland,93
Princeton,89,Bucknell,77
San Diego State,57,Kansas,70
Siena,73,St. Bonaventure,70
South Florida,49,Seton Hall,66
Seton Hall,66,South Florida,49
Kansas,70,San Diego State,57
Presbyterian,44,Richmond,74
Vanderbilt,55,Purdue,68
Purdue,68,Vanderbilt,55
Virginia Tech,62,Saint Joseph's,79
Saint Joseph's,79,Virginia Tech,62
Richmond,74,Presbyterian,44
Furman,49,Navy,62
Prairie View,50,Nebraska,81
Nebraska,81,Prairie View,50
Navy,62,Furman,49
Southeast Missouri State,78,Missouri State,74
Memphis,84,IUPUI,48
IUPUI,48,Memphis,84
Missouri State,74,Southeast Missouri State,78
Troy,80,Mississippi,83
Mississippi,83,Troy,80
Nebraska-Omaha,74,Southern,53
North Carolina-Greensboro,52,North Carolina State,58
North Carolina Central,57,Eastern Illinois,52
Eastern Illinois,52,North Carolina Central,57
Utah Valley,77,North Carolina-Wilmington,102
North Carolina-Wilmington,102,Utah Valley,77
North Carolina State,58,North Carolina-Greensboro,52
Norfolk State,62,UC-Irvine,80
South Dakota,68,Nevada-Las Vegas,103
Nevada-Las Vegas,103,South Dakota,68
Southern,53,Nebraska-Omaha,74
UC-Irvine,80,Norfolk State,62
New Mexico,78,Auburn,83
Auburn,83,New Mexico,78
St. Bonaventure,70,Siena,73
Seattle,68,Washington,79
Xavier,78,Wake Forest,70
Wake Forest,70,Xavier,78
Washington State,60,Oklahoma,88
Oklahoma,88,Washington State,60
Washington,79,Seattle,68
Virginia Commonwealth,90,Buffalo,69
Villanova,78,Delaware,48
Delaware,48,Villanova,78
Utah State,69,Idaho State,58
Buffalo,69,Virginia Commonwealth,90
Virginia,63,University of California,62
University of California,62,Virginia,63
South Dakota State,95,Weber State,99
Murray State,49,Wright State,65
Winthrop,92,Alabama State,84
Alabama State,84,Winthrop,92
Wyoming,89,Houston,94
Houston,94,Wyoming,89
Wright State,65,Murray State,49
Wichita State,98,Nevada,69
Western Kentucky,79,Detroit Mercy,74
Detroit Mercy,74,Western Kentucky,79
Weber State,99,South Dakota State,95
Nevada,69,Wichita State,98
Western Michigan,86,IPFW,89
IPFW,89,Western Michigan,86
Tennessee,76,East Tennessee State,67
East Tennessee State,67,Tennessee,76
Syracuse,82,Montana State,60
North Dakota State,68,Texas-Rio Grande Valley,50
Texas-El Paso,87,Sam Houston State,68
Sam Houston State,68,Texas-El Paso,87
Montana State,60,Syracuse,82
South Carolina,75,St. John's (NY),61
South Alabama,74,Rice,67
Rice,67,South Alabama,74
Southern Methodist,90,Kent State,74
Kent State,74,Southern Methodist,90
St. John's (NY),61,South Carolina,75
Texas-Rio Grande Valley,50,North Dakota State,68
UCLA,67,McNeese State,53
McNeese State,53,UCLA,67
Tulsa,90,Northern Arizona,55
Idaho State,58,Utah State,69
Utah,105,Delaware State,58
Delaware State,58,Utah,105
Northern Arizona,55,Tulsa,90
Arkansas-Little Rock,53,Texas Tech,65
Texas-San Antonio,73,Cal Poly,88
Cal Poly,88,Texas-San Antonio,73
Tulane,59,Southern Mississippi,40
Southern Mississippi,40,Tulane,59
Texas Tech,65,Arkansas-Little Rock,53
Central Michigan,72,Howard,52
Central Florida,101,Bethune-Cookman,96
Bethune-Cookman,96,Central Florida,101
Georgetown,62,Charlotte,59
Charlotte,59,Georgetown,62
Howard,52,Central Michigan,72
Louisiana-Monroe,96,Canisius,108
Iona,76,UC-Santa Barbara,80
UC-Santa Barbara,80,Iona,76
Denver,54,UC-Riverside,63
Canisius,108,Louisiana-Monroe,96
College of Charleston,86,Campbell,68
Campbell,68,College of Charleston,86
Chattanooga,77,Radford,75
Abilene Christian,70,Drake,87
George Washington,61,DePaul,82
DePaul,82,George Washington,61
Pennsylvania,52,Drexel,53
Drexel,53,Pennsylvania,52
Drake,87,Abilene Christian,70
Miami (OH),63,Dayton,64
Iowa State,81,Cincinnati,79
Cincinnati,79,Iowa State,81
Radford,75,Chattanooga,77
Dayton,64,Miami (OH),63
Longwood,54,Dartmouth,78
Dartmouth,78,Longwood,54
North Florida,72,Arkansas,97
Arkansas,97,North Florida,72
Stephen F. Austin,73,Arizona State,80
Austin Peay,84,Wofford,77
Central Arkansas,67,Arkansas State,77
Arkansas State,77,Central Arkansas,67
Arizona State,80,Stephen F. Austin,73
Long Beach State,70,Arizona,85
Arizona,85,Long Beach State,70
Wofford,77,Austin Peay,84
Portland State,66,Cal State Bakersfield,78
Cal State Bakersfield,78,Portland State,66
Southern Utah,52,Butler,88
UC-Riverside,63,Denver,54
Idaho,68,UC-Davis,51
UC-Davis,51,Idaho,68
Butler,88,Southern Utah,52
Boston College,64,Fordham,55
Florida International,66,Binghamton,49
Binghamton,49,Florida International,66
Marist,84,Brown,83
Brown,83,Marist,84
Fordham,55,Boston College,64
East Carolina,98,South Carolina State,71
Tennessee Tech,63,Iowa,85
Iowa,85,Tennessee Tech,63
Indiana State,73,Ball State,61
Kansas State,63,North Dakota,49
Mount St. Mary's,53,James Madison,73
James Madison,73,Mount St. Mary's,53
Ball State,61,Indiana State,73
Illinois State,66,Tennessee State,55
Kennesaw State,72,Indiana,99
Indiana,99,Kennesaw State,72
Tennessee State,55,Illinois State,66
North Dakota,49,Kansas State,63
Missouri-Kansas City,47,Louisville,75
Louisville,75,Missouri-Kansas City,47
Louisiana State,79,American,51
Marshall,81,Grand Canyon,85
Grand Canyon,85,Marshall,81
American,51,Louisiana State,79
Lehigh,62,Stony Brook,75
Miami (FL),95,La Salle,49
La Salle,49,Miami (FL),95
Long Island University,66,Incarnate Word,59
Incarnate Word,59,Long Island University,66
Stony Brook,75,Lehigh,62
George Mason,71,Wagner,60
Louisiana Tech,66,Florida Gulf Coast,63
Florida Gulf Coast,63,Louisiana Tech,66
Georgia,71,Clemson,48
Clemson,48,Georgia,71
Wagner,60,George Mason,71
Jacksonville,65,Florida,89
Evansville,91,Alabama A&M,70
Alabama A&M,70,Evansville,91
South Carolina State,71,East Carolina,98
Florida,89,Jacksonville,65
Loyola (MD),88,Fairfield,94
Fairfield,94,Loyola (MD),88
Georgia Southern,78,Stetson,58
Hawaii,68,Northern Iowa,52
Harvard,85,Brigham Young,82
Brigham Young,82,Harvard,85
Hofstra,68,Florida Atlantic,54
Florida Atlantic,54,Hofstra,68
Northern Iowa,52,Hawaii,68
Middle Tennessee,62,Georgia State,64
Georgia State,64,Middle Tennessee,62
Stetson,58,Georgia Southern,78
Nicholls State,84,Hampton,81
Hampton,81,Nicholls State,84
Northern Iowa,63,Washington State,59
Washington State,59,Northern Iowa,63
Pittsburgh,79,Western Carolina,73
Portland,87,Pepperdine,79
Fairleigh Dickinson,64,Rutgers,72
Western Carolina,73,Pittsburgh,79
Pepperdine,79,Portland,87
North Carolina-Wilmington,76,Missouri-Kansas City,56
Milwaukee,74,Minnesota,65
Minnesota,65,Milwaukee,74
Bryant,60,Michigan,96
Michigan,96,Bryant,60
Mississippi State,93,Northern Colorado,69
Rider,71,Morgan State,49
Missouri-Kansas City,56,North Carolina-Wilmington,76
Northern Colorado,69,Mississippi State,93
Morgan State,49,Rider,71
Southern Methodist,70,Colorado,66
Maryland-Baltimore County,65,Towson,91
Southern California,100,Lafayette,64
Colorado,66,Southern Methodist,70
Towson,91,Maryland-Baltimore County,65
Green Bay,79,Wisconsin,84
Wisconsin,84,Green Bay,79
North Dakota State,62,Utah State,76
Utah State,76,North Dakota State,62
Lafayette,64,Southern California,100
St. Francis (NY),45,Saint Peter's,56
Cal State Northridge,63,San Diego,81
Rutgers,72,Fairleigh Dickinson,64
Saint Peter's,56,St. Francis (NY),45
San Diego,81,Cal State Northridge,63
Saint Mary's (CA),81,Santa Clara,59
Santa Clara,59,Saint Mary's (CA),81
Pacific,76,San Francisco,89
San Francisco,89,Pacific,76
Central Connecticut State,52,Connecticut,99
Connecticut,99,Central Connecticut State,52
Bowling Green State,62,Cleveland State,47
Cleveland State,47,Bowling Green State,62
Cornell,69,Monmouth,78
Morehead State,77,Davidson,81
Colgate,60,Georgia Tech,76
Monmouth,78,Cornell,69
Davidson,81,Morehead State,77
Nicholls State,74,Canisius,83
Baylor,85,New Mexico State,70
New Mexico State,70,Baylor,85
Albany (NY),65,Niagara,56
Niagara,56,Albany (NY),65
Bradley,49,Texas Christian,53
New Mexico,66,Brigham Young,96
Canisius,83,Nicholls State,74
Texas Christian,53,Bradley,49
Brigham Young,96,New Mexico,66
Iona,64,Akron,78
Kent State,69,Penn State,75
Missouri,63,Illinois,68
Akron,78,Iona,64
Penn State,75,Kent State,69
Louisville,98,Utah Valley,68
Utah Valley,68,Louisville,98
Hampton,75,Louisiana-Monroe,64
Louisiana-Monroe,64,Hampton,75
Illinois,68,Missouri,63
Loyola Marymount,62,Gonzaga,85
Auburn,51,Harvard,69
Georgia Tech,76,Colgate,60
Gonzaga,85,Loyola Marymount,62
Harvard,69,Auburn,51
Idaho State,76,Texas-Rio Grande Valley,64
Texas-Rio Grande Valley,64,Idaho State,76
Hawaii,81,Oklahoma,84
Oklahoma,84,Hawaii,81
Oklahoma,83,Harvard,71
Harvard,71,Oklahoma,83
Washington State,82,New Mexico,59
New Mexico,59,Washington State,82
Northern Iowa,76,Brigham Young,84
Brigham Young,84,Northern Iowa,76
Hawaii,79,Auburn,67
Auburn,67,Hawaii,79
Louisville,73,Kentucky,75
Kentucky,75,Louisville,73
South Dakota State,65,Middle Tennessee,61
Middle Tennessee,61,South Dakota State,65
Texas Southern,67,Syracuse,80
Liberty,57,Virginia Commonwealth,85
Virginia Commonwealth,85,Liberty,57
Syracuse,80,Texas Southern,67
Marquette,84,Presbyterian,66
Presbyterian,66,Marquette,84
Bucknell,91,Fairfield,101
Fairfield,101,Bucknell,91
Northwestern,74,Loyola (MD),59
Ohio State,73,South Carolina State,57
South Carolina State,57,Ohio State,73
Marshall,67,Maryland,87
Maryland,87,Marshall,67
Loyola (MD),59,Northwestern,74
Rutgers,89,Massachusetts-Lowell,66
Massachusetts-Lowell,66,Rutgers,89
Chicago State,93,Oakland,101
Oakland,101,Chicago State,93
Cornell,65,Saint Peter's,62
Saint Peter's,62,Cornell,65
Utah Valley,50,Saint Mary's (CA),65
Saint Mary's (CA),65,Utah Valley,50
Morgan State,72,UC-Riverside,81
NJIT,61,Stony Brook,83
UC-Riverside,81,Morgan State,72
Green Bay,78,Morehead State,72
Morehead State,72,Green Bay,78
Campbell,83,North Carolina-Wilmington,106
